POC,"Pos(x,y)",Block_size(w*h),SplitSeries
0,"416,120",32*8,4129
0,"448,64",32*32,33
0,"480,64",16*32,3105
0,"496,64",16*32,3105
0,"448,96",32*32,33
0,"480,96",32*32,33
0,"512,0",4*16,3216417
0,"516,0",4*16,3216417
0,"512,16",4*16,3216417
0,"516,16",4*16,3216417
0,"520,0",8*16,3216417
0,"528,0",8*16,3216417
0,"520,16",16*4,4264993
0,"520,20",16*8,4264993
0,"520,28",16*4,4264993
0,"536,0",4*32,103457
0,"540,0",4*16,2200609
0,"540,16",4*16,2200609
0,"544,0",16*16,68641
0,"544,16",16*8,2165793
0,"544,24",16*8,2165793
0,"560,0",16*32,3105
0,"512,32",8*4,102827041
0,"520,32",8*4,102827041
0,"512,36",8*4,102827041
0,"520,36",8*4,102827041
0,"512,40",4*8,103875617
0,"516,40",4*8,103875617
0,"520,40",8*8,3212321
0,"528,32",8*16,99361
0,"536,32",8*8,2196513
0,"536,40",8*8,2196513
0,"512,48",16*8,66593
0,"512,56",16*4,2163745
0,"512,60",16*4,2163745
0,"528,48",4*8,5309473
0,"532,48",8*8,5309473
0,"540,48",4*8,5309473
0,"528,56",8*4,102827041
0,"536,56",8*4,102827041
0,"528,60",16*4,2163745
0,"544,32",4*16,5343265
0,"548,32",8*16,5343265
0,"556,32",4*16,5343265
0,"560,32",16*8,2197537
0,"560,40",16*8,2197537
0,"544,48",32*4,2164769
0,"544,52",32*4,2164769
0,"544,56",8*8,5310497
0,"552,56",16*8,5310497
0,"568,56",8*8,5310497
0,"576,0",16*8,2165793
0,"576,8",16*8,2165793
0,"576,16",8*16,3214369
0,"584,16",8*16,3214369
0,"592,0",16*16,68641
0,"592,16",16*16,68641
0,"608,0",8*8,2196513
0,"608,8",4*8,102859809
0,"612,8",4*8,102859809
0,"616,0",4*4,137462817
0,"616,4",4*8,137462817
0,"616,12",4*4,137462817
0,"620,0",4*16,3245089
0,"624,0",4*4,72418337
0,"624,4",4*4,72418337
0,"628,0",8*8,5309473
0,"636,0",4*8,5309473
0,"624,8",8*4,70321185
0,"624,12",8*4,70321185
0,"632,8",8*8,3212321
0,"608,16",8*16,99361
0,"616,16",4*16,3245089
0,"620,16",4*16,3245089
0,"624,16",16*16,1057
0,"576,32",16*4,132129
0,"576,36",16*8,132129
0,"576,44",8*4,3277857
0,"584,44",4*4,103941153
0,"588,44",4*4,103941153
0,"592,32",16*8,66593
0,"592,40",16*8,66593
0,"576,48",8*8,3212321
0,"584,48",4*8,103875617
0,"588,48",4*8,103875617
0,"576,56",8*4,70321185
0,"576,60",8*4,70321185
0,"584,56",8*4,70321185
0,"584,60",8*4,70321185
0,"592,48",4*8,102859809
0,"596,48",4*8,102859809
0,"592,56",8*4,69305377
0,"592,60",8*4,69305377
0,"600,48",4*8,70353953
0,"600,56",4*8,70353953
0,"604,48",4*16,3245089
0,"608,32",32*16,2081
0,"608,48",16*16,100385
0,"624,48",16*16,100385
0,"512,64",8*4,5312545
0,"520,64",16*4,5312545
0,"536,64",8*4,5312545
0,"512,68",32*4,69665
0,"512,72",32*16,4129
0,"512,88",32*8,4129
0,"544,64",32*8,67617
0,"544,72",32*8,67617
0,"544,80",32*16,2081
0,"512,96",32*32,33
0,"544,96",32*16,2081
0,"544,112",8*16,165921
0,"552,112",16*16,165921
0,"568,112",8*16,165921
0,"576,64",4*16,164897
0,"580,64",8*16,164897
0,"588,64",4*8,2262049
0,"588,72",4*8,2262049
0,"592,64",8*4,102827041
0,"600,64",8*4,102827041
0,"592,68",16*4,2163745
0,"592,72",16*8,66593
0,"576,80",16*16,1057
0,"592,80",16*16,1057
0,"608,64",16*4,3215393
0,"624,64",16*4,3215393
0,"608,68",32*4,69665
0,"608,72",32*16,4129
0,"608,88",32*8,4129
0,"576,96",16*16,1057
0,"592,96",16*16,1057
0,"576,112",16*16,1057
0,"592,112",16*8,66593
0,"592,120",4*4,169935905
0,"596,120",8*4,169935905
0,"604,120",4*4,169935905
0,"592,124",4*4,169935905
0,"596,124",8*4,169935905
0,"604,124",4*4,169935905
0,"608,96",32*8,4129
0,"608,104",8*16,3248161
0,"616,104",8*16,3248161
0,"624,104",16*16,102433
0,"608,120",32*4,69665
0,"608,124",32*4,69665
0,"640,0",16*32,3105
0,"656,0",16*32,3105
0,"672,0",32*32,33
0,"640,32",32*16,2081
0,"640,48",32*16,2081
0,"672,32",8*8,3248161
0,"680,32",8*8,3248161
0,"688,32",4*8,5345313
0,"692,32",8*8,5345313
0,"700,32",4*8,5345313
0,"672,40",8*16,167969
0,"680,40",4*16,5410849
0,"684,40",8*16,5410849
0,"692,40",4*16,5410849
0,"696,40",8*8,2265121
0,"696,48",8*8,2265121
0,"672,56",32*8,4129
0,"704,0",32*16,2081
0,"704,16",8*16,165921
0,"712,16",4*16,5408801
0,"716,16",8*16,5408801
0,"724,16",4*16,5408801
0,"728,16",8*16,165921
0,"736,0",16*16,1057
0,"752,0",16*4,132129
0,"752,4",16*8,132129
0,"752,12",16*4,132129
0,"736,16",16*4,2163745
0,"736,20",8*4,102827041
0,"744,20",8*4,102827041
0,"736,24",8*4,102827041
0,"744,24",8*4,102827041
0,"736,28",4*4,169935905
0,"740,28",8*4,169935905
0,"748,28",4*4,169935905
0,"752,16",8*4,69305377
0,"752,20",8*4,69305377
0,"752,24",4*8,102859809
0,"756,24",4*8,102859809
0,"760,16",4*4,104956961
0,"764,16",4*4,104956961
0,"760,20",4*8,104956961
0,"764,20",4*8,104956961
0,"760,28",8*4,4293665
0,"704,32",4*8,102859809
0,"708,32",4*8,102859809
0,"704,40",8*4,69305377
0,"704,44",8*4,69305377
0,"712,32",4*8,102859809
0,"716,32",4*8,102859809
0,"712,40",8*4,69305377
0,"712,44",8*4,69305377
0,"720,32",4*16,3245089
0,"724,32",4*4,137462817
0,"724,36",4*8,137462817
0,"724,44",4*4,137462817
0,"728,32",8*8,2196513
0,"728,40",8*8,2196513
0,"704,48",8*4,3277857
0,"712,48",4*4,103941153
0,"716,48",4*4,103941153
0,"704,52",16*8,132129
0,"704,60",16*4,132129
0,"720,48",4*16,164897
0,"724,48",8*4,69370913
0,"724,52",8*4,69370913
0,"724,56",8*8,2262049
0,"732,48",4*8,2262049
0,"732,56",4*4,69370913
0,"732,60",4*4,69370913
0,"736,32",8*16,165921
0,"744,32",16*16,165921
0,"760,32",8*8,2263073
0,"760,40",8*8,2263073
0,"736,48",32*16,2081
0,"640,64",16*16,1057
0,"656,64",16*16,1057
0,"640,80",8*4,70321185
0,"640,84",8*4,70321185
0,"648,80",8*4,70321185
0,"648,84",8*4,70321185
0,"640,88",16*4,2163745
0,"640,92",16*4,2163745
0,"656,80",4*16,3245089
0,"660,80",4*16,3245089
0,"664,80",8*16,99361
0,"672,64",32*16,2081
0,"672,80",16*16,100385
0,"688,80",16*16,100385
0,"640,96",8*4,3277857
0,"648,96",8*4,3277857
0,"640,100",8*8,3277857
0,"648,100",8*8,3277857
0,"640,108",16*4,132129
0,"656,96",4*8,2262049
0,"656,104",4*8,2262049
0,"660,96",4*8,102925345
0,"664,96",4*8,102925345
0,"660,104",8*8,2262049
0,"668,96",4*4,69370913
0,"668,100",4*4,69370913
0,"668,104",4*4,69370913
0,"668,108",4*4,69370913
0,"640,112",8*16,99361
0,"648,112",8*16,99361
0,"656,112",16*16,1057
0,"672,96",8*4,3277857
0,"680,96",4*4,103941153
0,"684,96",4*4,103941153
0,"672,100",8*4,70386721
0,"672,104",8*4,70386721
0,"680,100",8*4,70386721
0,"680,104",8*4,70386721
0,"672,108",8*4,3277857
0,"680,108",4*4,103941153
0,"684,108",4*4,103941153
0,"688,96",8*4,2130977
0,"688,100",4*4,102794273
0,"692,100",4*4,102794273
0,"696,96",8*8,33825
0,"688,104",4*4,70288417
0,"688,108",4*4,70288417
0,"692,104",4*8,3179553
0,"696,104",8*8,33825
0,"672,112",8*16,99361
0,"680,112",8*16,99361
0,"688,112",4*4,104956961
0,"692,112",4*4,104956961
0,"688,116",8*8,4293665
0,"688,124",4*4,104956961
0,"692,124",4*4,104956961
0,"696,112",8*8,2196513
0,"696,120",8*8,2196513
0,"704,64",16*8,66593
0,"704,72",16*8,66593
0,"720,64",4*16,164897
0,"724,64",8*16,164897
0,"732,64",4*16,164897
0,"704,80",4*4,169935905
0,"708,80",8*4,169935905
0,"716,80",4*4,169935905
0,"704,84",16*4,2163745
0,"704,88",16*4,2163745
0,"704,92",16*4,2163745
0,"720,80",8*16,99361
0,"728,80",8*16,99361
0,"736,64",8*4,4360225
0,"736,68",8*8,4360225
0,"736,76",8*4,4360225
0,"744,64",16*8,2263073
0,"744,72",16*8,2263073
0,"760,64",4*16,3311649
0,"764,64",4*16,3311649
0,"736,80",4*16,5343265
0,"740,80",8*16,5343265
0,"748,80",4*16,5343265
0,"752,80",8*16,3246113
0,"760,80",8*16,3246113
0,"704,96",32*16,2081
0,"704,112",32*16,2081
0,"736,96",4*32,103457
0,"740,96",4*32,103457
0,"744,96",16*4,4264993
0,"744,100",16*8,4264993
0,"744,108",16*4,4264993
0,"744,112",16*16,70689
0,"760,96",8*32,5153
0,"768,0",16*4,2231329
0,"768,4",16*4,2231329
0,"768,8",16*16,134177
0,"768,24",16*8,134177
0,"784,0",16*8,134177
0,"784,8",8*16,3279905
0,"792,8",8*16,3279905
0,"784,24",8*8,3279905
0,"792,24",8*8,3279905
0,"800,0",32*8,67617
0,"800,8",32*4,2164769
0,"800,12",32*4,2164769
0,"800,16",8*8,5310497
0,"808,16",16*8,5310497
0,"824,16",8*8,5310497
0,"800,24",8*8,5310497
0,"808,24",16*8,5310497
0,"824,24",8*8,5310497
0,"768,32",32*8,4129
0,"768,40",4*16,5345313
0,"772,40",8*16,5345313
0,"780,40",4*16,5345313
0,"784,40",16*16,102433
0,"768,56",4*8,3313697
0,"772,56",4*8,3313697
0,"776,56",4*8,5410849
0,"780,56",8*8,5410849
0,"788,56",4*8,5410849
0,"792,56",4*8,3313697
0,"796,56",4*8,3313697
0,"800,32",8*4,3277857
0,"808,32",8*4,3277857
0,"800,36",4*8,5375009
0,"804,36",8*8,5375009
0,"812,36",4*4,72483873
0,"812,40",4*4,72483873
0,"800,44",8*4,3277857
0,"808,44",8*4,3277857
0,"816,32",4*8,3179553
0,"820,32",4*4,70288417
0,"820,36",4*4,70288417
0,"824,32",8*8,33825
0,"816,40",8*4,2130977
0,"816,44",4*4,102794273
0,"820,44",4*4,102794273
0,"824,40",4*4,102794273
0,"828,40",4*4,102794273
0,"824,44",8*4,2130977
0,"800,48",4*16,164897
0,"804,48",8*16,164897
0,"812,48",4*16,164897
0,"816,48",8*8,33825
0,"824,48",8*4,2130977
0,"824,52",8*4,2130977
0,"816,56",8*8,33825
0,"824,56",8*8,33825
0,"832,0",32*32,33
0,"864,0",16*32,3105
0,"880,0",16*8,2165793
0,"880,8",16*8,2165793
0,"880,16",16*16,68641
0,"832,32",8*4,2130977
0,"832,36",8*4,2130977
0,"840,32",8*8,33825
0,"832,40",8*8,33825
0,"840,40",4*4,102794273
0,"844,40",4*4,102794273
0,"840,44",8*4,2130977
0,"848,32",16*16,1057
0,"832,48",8*4,4293665
0,"832,52",4*8,104956961
0,"836,52",4*8,104956961
0,"832,60",8*4,4293665
0,"840,48",8*4,69305377
0,"840,52",8*4,69305377
0,"840,56",4*8,102859809
0,"844,56",4*8,102859809
0,"848,48",4*4,4359201
0,"848,52",4*8,4359201
0,"848,60",4*4,4359201
0,"852,48",8*16,164897
0,"860,48",4*16,164897
0,"864,32",32*32,33
0,"768,64",8*16,99361
0,"776,64",8*16,99361
0,"784,64",16*4,132129
0,"784,68",8*8,3277857
0,"792,68",8*8,3277857
0,"784,76",16*4,132129
0,"768,80",8*16,99361
0,"776,80",8*8,2196513
0,"776,88",4*8,102859809
0,"780,88",4*8,102859809
0,"784,80",8*8,3212321
0,"792,80",4*8,103875617
0,"796,80",4*8,103875617
0,"784,88",16*4,2163745
0,"784,92",16*4,2163745
0,"800,64",4*8,5309473
0,"804,64",8*8,5309473
0,"812,64",4*8,5309473
0,"800,72",16*4,2163745
0,"800,76",16*4,2163745
0,"816,64",8*8,33825
0,"824,64",8*8,33825
0,"816,72",4*4,70288417
0,"816,76",4*4,70288417
0,"820,72",4*8,3179553
0,"824,72",8*8,33825
0,"800,80",8*16,99361
0,"808,80",4*8,102859809
0,"812,80",4*8,102859809
0,"808,88",8*8,2196513
0,"816,80",4*8,70353953
0,"816,88",4*8,70353953
0,"820,80",4*16,3245089
0,"824,80",8*4,4293665
0,"824,84",8*8,4293665
0,"824,92",8*4,4293665
0,"768,96",16*16,1057
0,"784,96",16*4,2163745
0,"784,100",16*4,2163745
0,"784,104",16*8,66593
0,"768,112",8*4,2130977
0,"768,116",8*4,2130977
0,"776,112",8*8,33825
0,"768,120",8*8,33825
0,"776,120",8*8,33825
0,"784,112",4*8,70353953
0,"784,120",4*8,70353953
0,"788,112",4*16,3245089
0,"792,112",8*4,4293665
0,"792,116",8*8,4293665
0,"792,124",8*4,4293665
0,"800,96",16*16,1057
0,"816,96",8*4,2130977
0,"816,100",4*4,102794273
0,"820,100",4*4,102794273
0,"824,96",8*4,2130977
0,"824,100",4*4,102794273
0,"828,100",4*4,102794273
0,"816,104",4*8,3179553
0,"820,104",4*8,3179553
0,"824,104",4*4,70288417
0,"824,108",4*4,70288417
0,"828,104",4*8,3179553
0,"800,112",4*8,70353953
0,"800,120",4*8,70353953
0,"804,112",4*16,3245089
0,"808,112",8*16,99361
0,"816,112",8*4,3277857
0,"824,112",8*4,3277857
0,"816,116",16*8,132129
0,"816,124",16*4,132129
0,"832,64",8*16,99361
0,"840,64",8*8,2196513
0,"840,72",8*8,2196513
0,"848,64",4*16,3245089
0,"852,64",4*16,3245089
0,"856,64",4*16,3245089
0,"860,64",4*16,3245089
0,"832,80",16*8,66593
0,"832,88",16*8,66593
0,"848,80",4*8,70353953
0,"848,88",4*8,70353953
0,"852,80",4*16,3245089
0,"856,80",4*16,3245089
0,"860,80",4*16,3245089
0,"864,64",32*32,33
0,"832,96",8*8,33825
0,"840,96",8*8,33825
0,"832,104",8*4,2130977
0,"832,108",8*4,2130977
0,"840,104",4*4,102794273
0,"844,104",4*4,102794273
0,"840,108",8*4,2130977
0,"848,96",8*8,33825
0,"856,96",8*8,33825
0,"848,104",4*4,70288417
0,"848,108",4*4,70288417
0,"852,104",4*4,70288417
0,"852,108",4*4,70288417
0,"856,104",4*4,102794273
0,"860,104",4*4,102794273
0,"856,108",8*4,2130977
0,"832,112",8*8,2196513
0,"832,120",8*8,2196513
0,"840,112",4*4,137462817
0,"840,116",4*8,137462817
0,"840,124",4*4,137462817
0,"844,112",4*16,3245089
0,"848,112",16*8,66593
0,"848,120",16*8,66593
0,"864,96",16*16,1057
0,"880,96",16*16,1057
0,"864,112",4*4,72418337
0,"864,116",4*4,72418337
0,"868,112",8*4,72418337
0,"868,116",8*4,72418337
0,"876,112",4*8,5309473
0,"864,120",4*8,103875617
0,"868,120",4*8,103875617
0,"872,120",4*8,103875617
0,"876,120",4*8,103875617
0,"880,112",16*16,1057
0,"896,0",4*16,3245089
0,"900,0",4*16,3245089
0,"904,0",8*16,99361
0,"912,0",4*8,2262049
0,"912,8",4*8,2262049
0,"916,0",8*4,69370913
0,"916,4",8*4,69370913
0,"916,8",8*8,2262049
0,"924,0",4*8,2262049
0,"924,8",4*4,69370913
0,"924,12",4*4,69370913
0,"896,16",4*8,2262049
0,"896,24",4*8,2262049
0,"900,16",4*8,102925345
0,"904,16",4*8,102925345
0,"900,24",4*8,102925345
0,"904,24",4*8,102925345
0,"908,16",4*16,164897
0,"912,16",4*16,164897
0,"916,16",8*4,4359201
0,"916,20",4*8,105022497
0,"920,20",4*8,105022497
0,"916,28",8*4,4359201
0,"924,16",4*16,164897
0,"928,0",8*4,70321185
0,"928,4",8*4,70321185
0,"936,0",8*8,3212321
0,"928,8",8*4,70321185
0,"928,12",8*4,70321185
0,"936,8",4*8,103875617
0,"940,8",4*8,103875617
0,"944,0",4*8,3179553
0,"948,0",4*4,70288417
0,"948,4",4*4,70288417
0,"952,0",8*8,33825
0,"944,8",8*8,33825
0,"952,8",8*8,33825
0,"928,16",4*4,69370913
0,"928,20",4*4,69370913
0,"928,24",4*4,69370913
0,"928,28",4*4,69370913
0,"932,16",4*4,105022497
0,"936,16",4*4,105022497
0,"932,20",8*8,4359201
0,"932,28",4*4,105022497
0,"936,28",4*4,105022497
0,"940,16",4*4,4359201
0,"940,20",4*8,4359201
0,"940,28",4*4,4359201
0,"944,16",8*8,33825
0,"952,16",8*8,33825
0,"944,24",4*4,70288417
0,"944,28",4*4,70288417
0,"948,24",4*4,70288417
0,"948,28",4*4,70288417
0,"952,24",8*4,2130977
0,"952,28",8*4,2130977
0,"896,32",8*16,99361
0,"904,32",4*8,102859809
0,"908,32",4*8,102859809
0,"904,40",8*8,2196513
0,"912,32",16*8,66593
0,"912,40",4*8,5309473
0,"916,40",8*8,5309473
0,"924,40",4*8,5309473
0,"896,48",8*16,99361
0,"904,48",8*4,69305377
0,"904,52",8*4,69305377
0,"904,56",8*8,2196513
0,"912,48",4*4,69370913
0,"912,52",4*4,69370913
0,"912,56",4*4,69370913
0,"912,60",4*4,69370913
0,"916,48",8*16,164897
0,"924,48",4*16,164897
0,"928,32",4*4,5375009
0,"932,32",8*4,5375009
0,"940,32",4*4,5375009
0,"928,36",4*8,5375009
0,"932,36",8*8,5375009
0,"940,36",4*8,5375009
0,"928,44",4*4,103941153
0,"932,44",4*4,103941153
0,"936,44",8*4,3277857
0,"944,32",4*8,2262049
0,"944,40",4*8,2262049
0,"948,32",8*4,4359201
0,"948,36",4*8,105022497
0,"952,36",4*8,105022497
0,"948,44",8*4,4359201
0,"956,32",4*4,4359201
0,"956,36",4*8,4359201
0,"956,44",4*4,4359201
0,"928,48",4*8,3179553
0,"932,48",4*8,3179553
0,"936,48",8*4,2130977
0,"936,52",4*4,102794273
0,"940,52",4*4,102794273
0,"928,56",8*8,33825
0,"936,56",8*4,2130977
0,"936,60",4*4,102794273
0,"940,60",4*4,102794273
0,"944,48",4*16,164897
0,"948,48",4*8,102925345
0,"952,48",4*8,102925345
0,"948,56",8*4,69370913
0,"948,60",8*4,69370913
0,"956,48",4*16,164897
0,"960,0",16*4,2163745
0,"960,4",16*4,2163745
0,"960,8",4*4,169935905
0,"964,8",8*4,169935905
0,"972,8",4*4,169935905
0,"960,12",8*4,102827041
0,"968,12",8*4,102827041
0,"976,0",4*8,70353953
0,"976,8",4*8,70353953
0,"980,0",4*16,3245089
0,"984,0",8*8,2196513
0,"984,8",8*4,69305377
0,"984,12",8*4,69305377
0,"960,16",4*8,3179553
0,"964,16",4*4,70288417
0,"964,20",4*4,70288417
0,"968,16",4*8,3179553
0,"972,16",4*4,70288417
0,"972,20",4*4,70288417
0,"960,24",8*4,2130977
0,"960,28",8*4,2130977
0,"968,24",8*8,33825
0,"976,16",4*4,5375009
0,"980,16",8*4,5375009
0,"988,16",4*4,5375009
0,"976,20",8*4,70386721
0,"976,24",8*4,70386721
0,"984,20",8*8,3277857
0,"976,28",16*4,132129
0,"992,0",8*8,3212321
0,"1000,0",8*4,70321185
0,"1000,4",8*4,70321185
0,"992,8",8*4,102827041
0,"1000,8",8*4,102827041
0,"992,12",4*4,169935905
0,"996,12",8*4,169935905
0,"1004,12",4*4,169935905
0,"1008,0",8*4,2130977
0,"1008,4",8*4,2130977
0,"1016,0",8*4,2130977
0,"1016,4",4*4,102794273
0,"1020,4",4*4,102794273
0,"1008,8",8*8,33825
0,"1016,8",8*8,33825
0,"992,16",16*8,66593
0,"992,24",8*8,3212321
0,"1000,24",8*8,3212321
0,"1008,16",8*4,2130977
0,"1008,20",8*4,2130977
0,"1016,16",8*8,33825
0,"1008,24",8*8,33825
0,"1016,24",8*8,33825
0,"960,32",16*4,2163745
0,"960,36",8*4,102827041
0,"968,36",8*4,102827041
0,"960,40",4*8,5309473
0,"964,40",8*8,5309473
0,"972,40",4*4,72418337
0,"972,44",4*4,72418337
0,"976,32",8*8,3212321
0,"984,32",4*8,103875617
0,"988,32",4*8,103875617
0,"976,40",8*4,70321185
0,"976,44",8*4,70321185
0,"984,40",4*8,103875617
0,"988,40",4*8,103875617
0,"960,48",4*16,164897
0,"964,48",8*8,2262049
0,"964,56",8*8,2262049
0,"972,48",4*16,164897
0,"976,48",4*16,3245089
0,"980,48",4*16,3245089
0,"984,48",8*16,99361
0,"992,32",8*8,3212321
0,"1000,32",8*8,3212321
0,"992,40",16*8,66593
0,"1008,32",8*4,102827041
0,"1016,32",8*4,102827041
0,"1008,36",4*4,169935905
0,"1012,36",8*4,169935905
0,"1020,36",4*4,169935905
0,"1008,40",8*4,70321185
0,"1008,44",8*4,70321185
0,"1016,40",8*8,3212321
0,"992,48",8*4,69305377
0,"992,52",8*4,69305377
0,"992,56",8*8,2196513
0,"1000,48",4*8,70353953
0,"1000,56",4*8,70353953
0,"1004,48",4*16,3245089
0,"1008,48",8*4,69305377
0,"1008,52",8*4,69305377
0,"1008,56",8*8,2196513
0,"1016,48",4*8,70353953
0,"1016,56",4*8,70353953
0,"1020,48",4*16,3245089
0,"896,64",16*16,1057
0,"912,64",8*4,3277857
0,"920,64",8*4,3277857
0,"912,68",8*8,3277857
0,"920,68",8*8,3277857
0,"912,76",4*4,5375009
0,"916,76",8*4,5375009
0,"924,76",4*4,5375009
0,"896,80",16*16,1057
0,"912,80",4*16,164897
0,"916,80",8*8,2262049
0,"916,88",4*8,102925345
0,"920,88",4*8,102925345
0,"924,80",4*8,2262049
0,"924,88",4*8,2262049
0,"928,64",8*16,99361
0,"936,64",4*16,3245089
0,"940,64",4*4,137462817
0,"940,68",4*8,137462817
0,"940,76",4*4,137462817
0,"944,64",4*4,69370913
0,"944,68",4*4,69370913
0,"944,72",4*4,69370913
0,"944,76",4*4,69370913
0,"948,64",8*4,4359201
0,"948,68",4*8,105022497
0,"952,68",4*8,105022497
0,"948,76",4*4,105022497
0,"952,76",4*4,105022497
0,"956,64",4*4,4359201
0,"956,68",4*8,4359201
0,"956,76",4*4,4359201
0,"928,80",16*4,132129
0,"928,84",8*8,3277857
0,"936,84",8*8,3277857
0,"928,92",16*4,132129
0,"944,80",16*16,1057
0,"896,96",32*8,67617
0,"896,104",32*4,2164769
0,"896,108",32*4,2164769
0,"896,112",8*16,165921
0,"904,112",16*16,165921
0,"920,112",8*16,165921
0,"928,96",4*4,137462817
0,"928,100",4*8,137462817
0,"928,108",4*4,137462817
0,"932,96",4*8,70353953
0,"932,104",4*8,70353953
0,"936,96",8*16,99361
0,"944,96",4*8,103875617
